,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19
339,0102926,0111503,0114369,0103639,0111257,0108052,0110357,0114814,0114709,0114746,0076759,0133093,0110475,0106582,0107614,0112431,0109686,0080684,0086190,0114924
340,0111161,0110912,0133093,0102926,0076759,0137523,0112573,0103064,0080684,0086190,0120737,0167260,0082971,0114369,0108052,0167261,0126029,0110357,0112384,0120815
341,0133093,0076759,0110912,0109830,0111161,0080684,0102926,0169547,0086190,0167404,0120815,0103064,0107290,0068646,0112573,0114814,0108052,0120737,0172495,0114709
342,0109830,0114369,0120815,0112573,0086190,0103064,0116282,0468569,0167404,0107290,1375666,0172495,0114709,0126029,0338013,0088763,0073486,0119217,0097576,0071853
343,0110912,0102926,0137523,0080684,0120737,0103064,0167260,0108052,0082971,0167261,0107290,0114814,0114369,0068646,0114709,0172495,0112384,0468569,0106977,0116282
344,0110912,0109830,0111161,0076759,0133093,0102926,0080684,0068646,0082971,0086190,0107290,0103064,0116282,0114814,0120815,0108052,0112573,0088763,0137523,0114709
345,0111161,0109830,0102926,0133093,0076759,0080684,0112573,0082971,0120815,0209144,0103064,0105236,0120737,0086190,0167260,0167261,0099685,0114746,0114709,0071853
346,0111161,0110912,0102926,0108052,0109444,0112740,0114814,0110475,0076759,0133093,0111280,0080684,0086190,0117998,0082971,0120815,0116282,0110932,0088763,0099785
347,0109830,0133093,0167260,0112573,0082971,0114369,0120815,0103064,0086190,0167404,0107290,0114709,0073486,0105236,0172495,0112384,0088763,0114746,0106977,0126029
348,0111161,0112573,0106977,0112384,0111503,0096895,0114369,0114814,0114709,0133093,0111282,0114746,0106918,0112462,0076759,0116629,0114069,0117060,0111280,0080684
349,0116629,0111161,0110912,0109830,0102926,0112573,0080684,0103064,0107290,0133093,0082971,0106977,0114814,0112384,0114369,0108052,0088763,0113277,0120815,0103639
350,0111161,0076759,0108052,0114814,0169547,0080684,0112573,0068646,0120815,0172495,0103064,0082971,0126029,0086190,0120586,0114709,0116282,0088763,0112384,0110357
351,0068646,0086190,0112573,0103064,0107290,0114709,0116282,0088763,0266697,0266543,0338013,0097576,0317705,0073486,0071853,0071562,0372784,0198781,0095016,0110413
352,0109830,0112384,0107290,0103064,0108052,0111257,0114814,0116629,0076759,0133093,0107614,0117060,0111280,0100405,0114924,0114898,0116282,0099653,0080684,0108160
353,0112573,0082971,0120737,0114709,0167260,0167261,0116282,0209144,0110357,0097576,0093779,0071853,0325980,0099348,0468569,0266543,0099685,0071562,0110413,0090605
354,0109830,0076759,0133093,0111161,0110912,0102926,0103064,0080684,0112573,0086190,0120815,0106977,0114709,0088763,0112384,0108052,0103639,0096895,0097576,0114369
355,0110912,0076759,0102926,0080684,0086190,0108052,0112573,0068646,0114369,0103064,0107290,0116282,0114709,0126029,0114746,0266697,0112384,0120586,0266543,0119654
356,0133093,0114369,0120737,0167261,0106977,0209144,0114746,0325980,0111257,0078748,0111503,0095016,0073486,0266697,0117060,0088247,0110413,0211915,0083658,0120903
357,0109830,0133093,0111161,0137523,0126029,0120737,0167260,0167261,0110912,0266543,0076759,0468569,0169547,0209144,0325980,0102926,1375666,0119217,0268978,0080684
358,0109830,0111161,0076759,0112573,0080684,0137523,0114814,0086190,0114369,0120815,0106977,0068646,0120737,0116282,0167404,0114746,0167260,0110357,0103639,0167261
359,0133093,0109830,0102926,0076759,0120815,0080684,0110912,0111161,0086190,0169547,0167404,0103064,0068646,0082971,0119654,0114814,0137523,0116282,0112573,0108052
360,0110912,0133093,0112573,0107290,0137523,0080684,0114369,0120815,0082971,0114814,0167260,0167261,0114709,0172495,0126029,0106977,0088763,0167404,0110357,0103639
361,0108052,0169547,0082971,0120815,0086190,0107290,0209144,0167404,0468569,0114709,0088763,0112384,0106977,0114746,0119217,0097576,0338013,0116629,0078748,0071853
362,0109830,0102926,0137523,0108052,0112573,0103064,0114369,0086190,0068646,0120815,0167261,0169547,0107290,0114709,0116282,0112384,0167404,0114746,0172495,0106977
363,0111161,0109830,0110912,0102926,0112573,0103064,0107290,0080684,0133093,0116282,0082971,0106977,0112384,0114814,0114369,0108052,0088763,0120815,0113277,0103639
364,0133093,0137523,0110912,0086190,0082971,0120815,0108052,0068646,0167404,0088763,0114814,0114709,0114369,0103064,0112573,0338013,0107290,0910970,0407887,0120586
365,0133093,0111161,0109830,0110912,0167261,0076759,0102926,0080684,0082971,0108052,0209144,0068646,0114814,0114369,0086190,0169547,0126029,0167404,0120586,0266543
366,0110912,0133093,0107290,0086190,0137523,0103064,0169547,0112573,0120815,0114814,0120737,0116282,0114369,0093779,0106977,0167260,0167261,0103639,0172495,0110357
367,0111161,0112384,0137523,0114709,0114746,0088763,0099348,0103639,0120737,0110357,0071853,0083658,0107048,0167260,0167261,0209144,0083866,0119217,0120586,0101414
368,0110912,0111161,0109830,0102926,0169547,0086190,0114814,0082971,0103064,0112573,0068646,0120737,0107290,0120815,0108052,0167260,0167404,0167261,0116282,0088763
369,0109830,0112573,0108052,0120815,0068646,0107290,0114709,0172495,0088763,0468569,0112384,0106977,0114746,0119217,0116629,0110357,1375666,0103639,0095016,0078748
370,0111161,0110912,0109830,0137523,0076759,0080684,0167261,0102926,0082971,0169547,0086190,0114814,0120815,0167404,0068646,0103064,0114369,0126029,0108052,0172495
371,0107290,0133093,0120815,0137523,0116629,0169547,0167404,0117060,0120737,0167260,0167261,0172495,0110475,0119654,0209144,0109444,0107614,0109040,0073486,0119217
372,0111503,0103639,0112864,0076759,0133093,0116629,0101414,0109444,0112740,0111282,0106918,0116282,0100405,0080684,0113189,0137523,0086190,0111280,0068646,0120815
373,0102926,0103064,0114369,0108052,0110357,0111257,0114814,0114709,0133093,0076759,0114746,0114069,0113189,0106918,0110475,0080684,0117060,0110148,0107614,0112431
374,0110912,0133093,0102926,0112573,0076759,0107290,0103064,0108052,0137523,0114814,0114369,0086190,0112384,0106977,0114709,0120815,0169547,0120737,0082971,0068646
375,0111161,0110912,0102926,0137523,0114814,0114369,0120815,0114709,0169547,0116282,0172495,0103639,0096895,0110357,0111257,0095016,0071853,0468569,0325980,0119217
376,0110912,0109830,0111161,0102926,0076759,0133093,0080684,0103064,0107290,0082971,0086190,0112573,0068646,0114814,0116282,0108052,0114709,0137523,0114369,0088763
377,0133093,0109830,0110912,0076759,0114814,0080684,0120815,0082971,0114369,0169547,0112573,0172495,0126029,0167404,0086190,0103064,0116282,0266543,0266697,0338013
378,0102926,0103639,0114814,0101414,0114709,0114746,0133093,0113189,0116629,0076759,0111280,0109686,0117060,0080684,0086190,0120815,0110932,0116282,0082971,0137523
379,0108052,0169547,0112384,0119217,0120586,0338013,0268978,0099348,0407887,0120689,0066921,0211915,0088847,0151804,0117951,0129387,0100405,0190590,0180093,0095953
380,0110912,0102926,0112573,0108052,0169547,0120815,0068646,0172495,0468569,0266697,0096895,1375666,0078748,0105236,0099348,0378194,0110413,0120689,0073486,0099685
381,0112573,0103064,0107290,0114369,0169547,0126029,0172495,0167404,0088763,0325980,0116282,0110357,0266543,0097576,0119217,0106977,0116629,0266697,0095016,0317705
382,0109830,0111161,0110912,0102926,0133093,0076759,0108052,0169547,0112573,0086190,0107290,0103064,0120815,0137523,0114814,0082971,0068646,0114709,0106977,0088763
383,0109830,0111161,0102926,0133093,0076759,0112573,0103064,0080684,0114814,0108052,0114369,0169547,0082971,0086190,0120815,0068646,0112384,0167404,0116282,0114709
384,0112573,0133093,0108052,0114369,0120815,0137523,0169547,0111257,0117060,0167404,0120737,0078748,0112864,0167260,0167261,0111282,0119654,0172495,0112431,0105236
385,0109830,0112384,0108052,0103639,0110357,0076759,0114709,0133093,0109040,0101414,0106918,0080684,0086190,0107614,0110148,0082971,0137523,0068646,0120815,0109686
386,0108052,0120815,0114709,0167261,0167260,0106977,0112384,0126029,0119654,0338013,0468569,0111257,0266543,0120903,0198781,0317705,0120689,0145487,1375666,0120915
387,0133093,0109830,0111161,0120737,0167260,0076759,0167261,0198781,0325980,0317705,0137523,0080684,0110912,0082971,0114709,0086190,0088763,0102926,0167404,0240772
388,0111161,0109830,0110912,0112573,0102926,0107290,0103064,0086190,0116282,0106977,0112384,0067992,0080684,0114369,0133093,0114814,0108052,0111503,0082971,0096895
389,0111161,0110912,0109830,0102926,0120737,0076759,0114814,0167260,0167261,0068646,0114369,0080684,0120815,0167404,0116282,0082971,0126029,0086190,0103064,1375666
390,0082971,0167260,0167261,0103639,0110357,0099348,0120586,0338013,0468569,0266697,0266543,0325980,0120689,0110475,0181689,0120338,1375666,0100405,0067992,0317705
391,0133093,0076759,0110912,0111161,0137523,0068646,0109830,0080684,0102926,0086190,0114814,0120815,0167404,0116282,0088763,0120737,0108052,0103064,0172495,0107290
392,0111161,0109830,0110912,0076759,0080684,0102926,0086190,0120815,0169547,0068646,0126029,0114814,0114369,0108052,0167404,0338013,0317705,0266543,0088763,0107290
393,0111161,0110912,0102926,0103064,0114369,0108052,0110357,0111257,0112864,0109444,0112740,0114709,0114746,0114069,0133093,0076759,0107614,0116629,0113189,0110148
394,0111161,0102926,0106977,0112384,0114369,0114709,0109444,0109040,0114814,0112740,0116629,0112462,0114746,0076759,0106918,0133093,0114069,0110148,0106582,0099653
395,0109830,0110912,0133093,0102926,0137523,0076759,0108052,0112573,0169547,0080684,0068646,0114369,0120737,0103064,0107290,0167260,0167261,0116282,0086190,0082971
396,0110912,0068646,0169547,0116282,0102926,0073486,0111161,0137523,0075314,0078788,0034583,0071853,0071562,0076759,0114814,0133093,0047396,0108052,0109830,0083658
397,0133093,0111161,0109830,0076759,0137523,0110912,0080684,0102926,0120737,0167260,0167261,0169547,0108052,0068646,0114814,0086190,0116282,0088763,0209144,0120815
398,0111161,0120815,0114814,0114369,0068646,0112384,0116282,0106977,0209144,0468569,0110357,0114746,0325980,0095016,0103639,1375666,0093779,0119217,0088247,0120586
399,0108052,0112573,0103064,0167261,0120815,0169547,0107290,0167404,0209144,0114709,0112384,0106977,0120586,0105236,0114746,0097576,0126029,0119217,0116629,0078748
400,0111161,0133093,0110912,0076759,0137523,0102926,0080684,0468569,0082971,0108052,0086190,1375666,0107290,0112573,0172495,0103064,0209144,0167404,0120815,0088763
401,0109830,0111161,0112573,0112384,0099348,0096895,0114709,0114746,0076759,0114814,0133093,0117060,0101414,0112740,0110475,0109040,0111282,0113189,0106918,0112431
402,0111161,0109830,0102926,0133093,0137523,0114814,0076759,0103064,0080684,0108052,0169547,0107290,0068646,0120815,0116282,0082971,0106977,0086190,0120737,0112384
403,0112384,0103064,0096895,0114814,0101414,0114709,0114746,0109040,0112462,0116629,0076759,0113189,0133093,0110148,0111280,0117060,0109686,0116282,0110932,0080684
404,0111161,0109830,0102926,0076759,0114814,0114369,0169547,0068646,0080684,0108052,0120737,0103064,0116282,0120815,0167260,0167261,0082971,0107290,0086190,0167404
405,0109830,0103639,0101414,0110357,0114709,0111161,0107290,0107614,0067992,0112384,0100405,0086190,0110912,0076759,0029583,0116629,0088763,0112573,0108052,0102926
406,0111161,0109830,0110912,0082971,0102926,0086190,1375666,0172495,0068646,0108052,0103064,0169547,0112573,0209144,0167404,0126029,0114814,0114369,0088763,0114709
407,0109830,0110912,0137523,0102926,0120815,0103064,0112573,0068646,0108052,0114814,0169547,0209144,0114369,0107290,0126029,0114709,0088763,0325980,0167404,0266697
408,0109830,0133093,0080684,0137523,0082971,0114814,0108052,0086190,0112573,0114369,0103064,0107290,0114709,0088763,0105236,0120737,0106977,0114746,0078748,0112384
409,0109830,0133093,0068646,0116282,0114814,0080684,0082971,0137523,0107290,0112573,0114709,0086190,0103064,0071853,0114369,0093779,0167404,0106977,0120815,0088763
410,0103639,0101414,0114746,0116629,0112462,0076759,0133093,0116282,0080684,0086190,0082971,0120815,0137523,0117998,0068646,0112697,0169547,0110413,0088763,0113277
411,0110912,0111161,0109830,0076759,0080684,0082971,0114814,0108052,0137523,0086190,0120815,0103064,0112573,0107290,0088763,0099685,0114746,0073486,0107048,0120737
412,0109830,0133093,0076759,0114814,0112573,0114369,0080684,0167260,0103064,0167261,0107290,0086190,0167404,0116282,0172495,0209144,0468569,0114709,0112384,1375666
413,0081505,0304141,0054215,0118799,1130884,0443453,0112281,0050083,0111070,0075686,0107977,0116367,0106220,0212346,0367594,0185937,0134119,0084787,0031381,0347149
414,0108052,0112573,0080684,0103064,0120815,0120737,0086190,0167260,0167261,0114709,0114746,0088763,0172495,0105236,0126029,0071853,0119217,0116629,0110357,0099348
415,0102926,0114814,0112573,0068646,0120737,0114369,0167260,0082971,0103064,0120815,0086190,0107290,0209144,0114709,0172495,0112384,0088763,0120586,0338013,0114746
416,0076759,0108052,0114814,0080684,0112573,0120815,0103064,0086190,0116282,0107290,0338013,0114709,0325980,0088763,0266543,0407887,0211915,0110413,0112384,0317705
417,0133093,0076759,0080684,0169547,0068646,0082971,0114369,0112573,0120815,0468569,0103064,0167404,0086190,0116282,0107290,0114709,0126029,0172495,0325980,0120586
418,0076759,0080684,0103064,0120737,0167260,0167261,0086190,0082971,0116282,0112384,0114709,0106977,0088763,0114746,0126029,1375666,0110357,0266697,0338013,0103639
419,0102926,0076759,0080684,0114814,0082971,0112573,0114369,0068646,0120815,0103064,0086190,0209144,0172495,0116282,0468569,0266543,0112384,1375666,0119217,0105236
420,0110912,0109830,0133093,0137523,0114814,0068646,0076759,0112573,0116282,0114369,0120815,0080684,0082971,0120737,0167404,0103064,0167260,0107290,0167261,0209144
421,0110912,0109830,0133093,0102926,0080684,0108052,0169547,0082971,0114814,0116282,0086190,0120815,0112573,0167404,0103064,0107290,0120737,0114369,0088763,0167260
422,0102926,0133093,0108052,0114369,0076759,0114814,0099348,0096895,0111503,0114709,0080684,0103639,0111257,0137523,0110357,0086190,0120815,0114746,0116629,0082971
423,0109830,0076759,0108052,0080684,0112573,0120737,0120815,0167260,0082971,0167261,0107290,0086190,0114709,0172495,0338013,0126029,0088763,0112384,0106977,0071853
424,0114709,0088763,0093779,0107048,0468569,0099685,0120903,0101414,0083658,0073486,0372784,0407887,0081505,0118715,0246578,0078788,0067992,0062622,0434409,0109445
425,0133093,0102926,0112573,0076759,0137523,0108052,0103064,0114709,0080684,0114814,0086190,0106977,0082971,0325980,0169547,0172495,0120815,0167404,0468569,0088763
426,0111161,0109830,0133093,0102926,0137523,0076759,0167260,0080684,0114814,0108052,0120815,0086190,0169547,0103064,0114369,0082971,0068646,0107290,0126029,0167404
427,0111161,0082971,0114369,0114814,0108052,0068646,0114709,0088763,0209144,0116282,0106977,0114746,0110357,0095016,0093779,0107048,0468569,0119217,0099685,0071562
428,0109830,0112573,0111161,0110912,0106977,0107290,0102926,0103064,0110357,0111257,0106918,0112462,0114369,0109040,0110148,0110475,0113189,0108052,0112431,0107614
429,0110912,0076759,0102926,0137523,0080684,0108052,0112573,0103064,0120737,0120815,0082971,0107290,0114814,0167260,0167261,0114709,0114369,0088763,0172495,0116282
430,0110912,0111161,0109830,0102926,0076759,0103064,0080684,0133093,0068646,0112573,0114814,0107290,0114369,0106977,0082971,0116282,0086190,0169547,0108052,0114709
431,0120815,0082971,0112384,0088763,0116282,0106977,0103639,0114746,0338013,0097576,0119654,0105236,0317705,0111257,0096895,0107048,0071853,0093779,0073486,0372784
432,0109830,0133093,0076759,0068646,0169547,0103064,0120737,0167260,0107290,0080684,0120815,0167261,0112384,0106977,0209144,0082971,0468569,0114709,0167404,0086190
433,0114814,0082971,0106977,0110357,0325980,1375666,0071562,0096895,0111257,0099348,0120382,0211915,0083866,0101414,0112864,0088847,0180093,0120601,0100405,0095953
434,0133093,0109830,0110912,0102926,0076759,0120737,0167260,0167261,0108052,0080684,0169547,0209144,0114369,0120815,0082971,0112573,0086190,0167404,0103064,0120586
435,0110912,0112573,0099348,0114369,0114814,0112462,0114746,0116629,0113189,0076759,0111280,0133093,0110148,0117060,0113957,0114898,0080684,0086190,0109831,0116282
436,0102926,0107290,0106977,0103064,0133093,0114709,0080684,0068646,0111503,0082971,0111257,0103639,0120815,0137523,0169547,0110357,0112864,0167404,0120737,0101414
437,0110912,0102926,0114369,0082971,0114814,0169547,0068646,0116282,0097576,0093779,0468569,0071853,0078748,0120586,0105236,0110413,0090605,0071562,0087332,0099685
438,0110912,0102926,0076759,0137523,0080684,0107290,0086190,0114814,0114369,0068646,0169547,0114709,0172495,0167404,0112384,0468569,0106977,0126029,1375666,0209144
439,0133093,0110912,0111161,0076759,0137523,0109830,0080684,0102926,0169547,0068646,0082971,0086190,0120737,0209144,0116282,0114814,0167404,0120815,0108052,0105236
440,0111161,0109830,0167261,0112573,0086190,0120815,0114814,0068646,0107290,0169547,0172495,0114709,0167404,0209144,0088763,1375666,0116282,0097576,0112384,0106977
441,0111161,0110912,0109830,0076759,0102926,0107290,0112573,0114814,0108052,0068646,0103064,0169547,0106977,0137523,0080684,0103639,0114709,0110357,0112384,0088763
442,0108052,0114814,0080684,0114369,0068646,0120815,0103064,0082971,0107290,0086190,0468569,0209144,0172495,0112384,0126029,0106977,0088763,0325980,0114746,0266543
443,0106977,0112384,0099348,0133093,0103639,0110357,0111257,0076759,0114746,0114709,0112864,0137523,0109444,0116282,0116629,0080684,0112740,0111282,0068646,0112431
444,0111161,0080684,0114814,0169547,0082971,0068646,0103064,0107290,0086190,0209144,0114709,0172495,0126029,0112384,0088763,0120586,0119217,0105236,0325980,0266697
445,0111161,0112573,0114709,0112740,0076759,0109040,0133093,0116282,0080684,0113957,0086190,0082971,0120815,0137523,0117998,0068646,0169547,0088763,0110413,0113277
446,0114369,0108052,0114814,0112740,0114709,0114746,0112431,0116629,0133093,0076759,0117060,0108160,0113957,0109686,0114898,0080684,0086190,0116282,0120815,0110932
447,0111161,0112573,0120815,0108052,0126029,0103639,0110357,0093779,0120586,0338013,0110413,0268978,0118715,0120689,0101414,0093058,0211915,0120338,0081505,0112431
448,0110912,0109830,0133093,0102926,0076759,0114369,0112573,0120737,0068646,0080684,0120815,0167260,0116282,0103064,0167404,0082971,0086190,0107290,0114709,0172495
449,0110912,0111161,0109830,0133093,0102926,0080684,0137523,0107290,0086190,0068646,0082971,0108052,0114814,0114369,0116282,0114709,0167404,0120737,0088763,0116629
450,0110912,0111161,0109830,0076759,0112573,0107290,0103064,0112384,0114369,0108052,0114814,0086190,0111503,0096895,0099348,0111257,0133093,0103639,0080684,0110357
451,0110912,0111161,0102926,0137523,0114814,0114709,0106977,0120737,0114746,0112384,0167260,0167261,0126029,0103639,0209144,0110357,0099685,0099348,0119217,0087332
452,0082971,0112384,0167260,0167261,0088763,0096895,0099348,0097576,0093779,0078748,0099685,0325980,0266543,0110413,0101414,0090605,0338013,0468569,0266697,0073486
453,0111161,0137523,0133093,0102926,0109830,0068646,0114814,0116282,0076759,0114369,0108052,0209144,0080684,0120737,0167404,0073486,0167261,0120815,0167260,0120586
454,0110912,0114369,0114709,0114746,0112462,0133093,0116629,0076759,0113189,0113957,0117060,0109686,0114898,0080684,0116282,0086190,0120815,0137523,0082971,0113161
455,0109830,0111161,0110912,0086190,0107290,0102926,0112573,0103064,0080684,0116282,0133093,0112384,0106977,0114369,0082971,0117731,0114814,0108052,0115759,0103639
456,0133093,0109830,0111161,0110912,0102926,0080684,0086190,0082971,0103064,0120815,0108052,0068646,0114709,0114814,0114369,0120737,0116282,0106977,0167260,0167261
457,0111161,0102926,0114369,0108052,0114709,0114814,0114746,0112431,0116629,0110148,0106582,0117060,0109686,0076759,0133093,0109831,0080684,0086190,0116282,0099785
458,0111161,0109830,0137523,0120737,0167260,0167261,0110912,0080684,0468569,0126029,0082971,0102926,0086190,0172495,0325980,0209144,0120815,0068646,0167404,0108052
459,0110912,0076759,0102926,0080684,0108052,0468569,0120815,0082971,0209144,0086190,0169547,0114814,0112573,0068646,0114369,0103064,0107290,0338013,0266697,0088763
460,0110912,0112573,0137523,0114814,0103064,0112384,0114369,0120815,0169547,0080684,0068646,0120737,0167260,0114709,0082971,0086190,0116282,0167261,0099348,0110357
461,0112573,0107290,0209144,0106977,0093779,0073486,0097576,0112384,0107048,0126029,0116629,0119217,0120586,0468569,0338013,0110413,0266697,0103639,0099348,1375666
462,0111161,0133093,0102926,0076759,0137523,0120737,0103064,0107290,0080684,0114814,0114369,0068646,0086190,0082971,0169547,0112384,0114709,0172495,0106977,0167404
463,0114814,0082971,0112384,0106977,0114709,0116282,0088763,0126029,0103639,0096895,0097576,0105236,0078748,0325980,0119654,0093779,0071853,0266543,0338013,0107048
464,0110912,0111161,0076759,0103064,0112573,0107290,0068646,0082971,0114814,0169547,0137523,0114369,0112384,0114709,0088763,0114746,0120737,0096895,0097576,0116629
465,0110912,0102926,0082971,0086190,0209144,0120815,0108052,0068646,0198781,0169547,0167404,0114369,0114814,0338013,0112573,0114709,0088763,0119217,0103064,0268978
466,0111161,0109830,0110912,0133093,0112573,0076759,0137523,0114814,0103064,0068646,0080684,0107290,0169547,0116282,0082971,0086190,0106977,0167404,0114369,0114709
467,0109830,0102926,0106977,0107290,0103064,0110357,0108052,0111257,0114814,0111282,0106918,0110475,0116629,0112431,0113189,0111280,0133093,0076759,0107614,0114924
468,0109830,0137523,0112384,0120737,0172495,0167261,0167260,0209144,0111257,0110357,0126029,0120586,0120382,0120903,0117951,0101414,0112431,0338013,0468569,0266543
469,0102926,0116629,0076759,0133093,0080684,0086190,0120815,0082971,0137523,0068646,0117500,0169547,0088763,0110413,0099785,0167404,0107206,0120737,0167260,0106673
470,0111161,0102926,0120737,0167260,0076759,0167261,0114814,0080684,0120815,0112573,0169547,0114369,0468569,0126029,0209144,0082971,0068646,0167404,0103064,0086190
471,0133093,0110912,0109830,0137523,0102926,0076759,0108052,0080684,0082971,0169547,0112573,1375666,0120815,0114369,0086190,0172495,0103064,0116282,0120586,0167404
472,0110912,0109830,0133093,0102926,0169547,0108052,0114814,0120737,0167260,0209144,0114369,0167261,0076759,0068646,0112573,0080684,0468569,0120815,0167404,0116282
473,0119116,0468569,0113189,0112864,1375666,0208092,0100802,0109686,0163651,0401792,0110148,0910970,0158983,0093409,0116996,0381061,0120735,1049413,0114898,0093870
474,0109830,0111161,0110912,0137523,0102926,0112573,0120815,0107290,0114709,0108052,0068646,0114369,1375666,0167404,0209144,0169547,0114814,0116629,0266697,0095016
475,0112573,0102926,0108052,0114369,0114814,0111282,0109040,0110475,0116629,0114069,0076759,0117060,0110148,0133093,0109686,0114898,0080684,0086190,0116282,0113161
476,0137523,0112573,0114814,0068646,0172495,0093779,0119217,0096895,0120586,0099685,0198781,0071562,0090605,0111503,0066921,0110413,0099348,0268978,0240772,0378194
477,0109830,0111161,0076759,0110912,0102926,0133093,0107290,0086190,0080684,0114709,0112573,0103064,0116629,0103639,0106977,0082971,0137523,0114369,0110357,0112384
478,0109830,0111161,0110912,0133093,0080684,0169547,0107290,0103064,0108052,0114709,0088763,0137523,0114814,0116282,0093779,0167404,0120737,0114369,0071853,0106977
479,0468569,0181689,1375666,0062622,0057012,0119488,0034583,0910970,0245429,0080339,1049413,0080455,0054215,0371746,0361748,0372183,0047396,0118884,0499549,0060196
480,0133093,0109830,0076759,0102926,0080684,0120815,0110912,0111161,0086190,0082971,0169547,0068646,0103064,0167404,0108052,0119654,0116282,0112573,0107290,0114814
481,0109830,0111161,0110912,0076759,0133093,0102926,0080684,0103064,0107290,0112573,0086190,0114709,0137523,0120737,0120815,0114369,0112384,0108052,0106977,0167261
482,0102926,0105236,0099685,0083658,0099348,0066921,0246578,0091042,0081505,0151804,0093058,0078788,0162222,0062622,0112431,0111282,0180093,0190590,0095953,0057012
483,0110912,0133093,0102926,0076759,0080684,0112573,0114814,0103064,0108052,0086190,0068646,0120737,0082971,0120815,0167260,0167261,0126029,0209144,0112384,0088763
484,0111161,0110912,0107290,0103064,0114369,0111257,0110357,0108052,0101414,0109040,0106918,0112462,0114814,0114709,0110475,0114746,0112431,0107614,0116629,0133093
485,0099348,0108052,0114814,0110357,0114709,0076759,0133093,0101414,0110475,0106918,0080684,0086190,0107614,0112431,0116282,0113957,0120815,0100405,0082971,0099653
486,0109830,0110912,0080684,0468569,0108052,0209144,0169547,0068646,0120815,0114814,0086190,0172495,0167404,0114369,0266543,0112573,0114709,0103064,0116282,0088763
487,0109830,0110912,0133093,0076759,0137523,0080684,0114814,0112573,0169547,0068646,0107290,0103064,0114369,0086190,0120815,0209144,0088763,0172495,0110357,0103639
488,0111161,0076759,0080684,0108052,0086190,0114814,0114709,0068646,0106977,0093779,0120586,0198781,0099685,0071562,0073486,0066921,0258463,0091042,0407887,0246578
489,0111161,0076759,0108052,0169547,0080684,0114814,0114369,0068646,0120815,0082971,0112573,0126029,0172495,0167404,0086190,0103064,0266543,0266697,0107290,0120586
490,0111161,0133093,0110912,0102926,0167260,0137523,0120737,0076759,0167261,0266543,0107290,0114709,0110357,0080684,0103639,0108052,0112573,0468569,0086190,0088763
491,0111161,0109830,0110912,0112573,0107290,0102926,0103064,0116282,0080684,0106977,0112384,0114369,0114814,0133093,0082971,0108052,0111257,0111503,0096895,0110357
492,0109830,0111161,0110912,0102926,0086190,0107290,0137523,0108052,0114814,0114369,0169547,0120737,0088763,0116282,0114709,0116629,0167404,0095016,0167260,0167261
493,0111161,0109830,0110912,0102926,0137523,0108052,0120737,0114814,0169547,0114369,0167260,0167261,0088763,0106977,0114709,0116282,0167404,0112384,0116629,0088247
494,0110912,0102926,0076759,0167260,0080684,0169547,0114369,0082971,0112573,0086190,0209144,0103064,0107290,0126029,0114709,0088763,0266543,0120586,0116282,0110357
495,0133093,0111161,0076759,0137523,0109830,0110912,0102926,0080684,0082971,0108052,1375666,0120815,0169547,0114814,0209144,0172495,0086190,0167404,0325980,0116282
496,0110912,0109830,0108052,0080684,0114369,0112573,0209144,0086190,0103064,0114709,0172495,0107290,0126029,0071562,0088763,0105236,0099685,0071853,0266697,0114746
497,0102926,0103064,0108052,0112864,0111257,0114814,0114709,0101414,0114746,0116629,0133093,0076759,0110475,0107614,0111280,0110148,0100405,0108160,0080684,0099653
498,0110912,0068646,0080684,0102926,0082971,0076759,0111161,0133093,0116282,0169547,0109830,0137523,0086190,0071853,0120815,0078788,0078748,0114814,0093779,0105236
499,0111161,0110912,0133093,0102926,0080684,0112573,0103064,0086190,0137523,0108052,0082971,0114814,0112384,0106977,0114369,0120815,0167404,0088763,0068646,0116282
500,0111161,0110912,0109830,0112573,0114709,0102926,0117060,0107290,0106977,0076759,0103064,0112384,0114369,0116282,0108052,0111503,0117500,0111257,0099348,0096895
501,0109830,0110912,0133093,0102926,0076759,0080684,0108052,0137523,0169547,0114814,0112573,0068646,0103064,0082971,0107290,0086190,0120815,0116282,0114709,0114369
502,0076759,0114814,0112573,0080684,0114369,0103064,0120737,0082971,0167260,0167261,0086190,0114709,0468569,0120586,0112384,0106977,0172495,0088763,0119217,0126029
503,0111161,0109830,0133093,0137523,0102926,0076759,0080684,0169547,0108052,0114814,0086190,0082971,0209144,0068646,0112573,0120815,0107290,0114369,0167404,0103064
504,0110912,0111161,0109830,0133093,0076759,0114814,0108052,0120737,0080684,0169547,0112573,0167260,0068646,0103064,0107290,0167261,0120815,0082971,0116282,0167404
505,0109830,0111161,0468569,0133093,1375666,0137523,0167260,0110912,0120737,0167261,1049413,0126029,0325980,0266543,0076759,0338013,0102926,0317705,0266697,0209144
506,0111161,0110912,0111503,0096895,0103639,0108052,0110357,0114814,0112740,0114709,0109040,0114746,0133093,0110475,0114069,0076759,0116629,0107614,0113189,0100405
507,0076759,0109830,0080684,0133093,0086190,0110912,0082971,0111161,0169547,0102926,0103064,0120815,0068646,0137523,0107290,0114709,0097576,0093779,0116282,0114814
508,0109830,0111161,0137523,0102926,0086190,0108052,0209144,0169547,0114369,0103064,0107290,0088763,0068646,0114814,0112573,0338013,0372784,0097576,0116282,0268978
