userId,moviename1,moviename2,moviename3,moviename4,moviename5,moviename6,moviename7,moviename8,moviename9,moviename10,moviename11,moviename12,moviename13,moviename14,moviename15,moviename16,moviename17,moviename18,moviename19,moviename20
333,"Matrix, The (1999)","Shawshank Redemption, The (1994)",Forrest Gump (1994),Pulp Fiction (1994),Star Wars: Episode IV - A New Hope (1977),"Godfather, The (1972)",Fight Club (1999),"Silence of the Lambs, The (1991)",Raiders of the Lost Ark (Indiana Jones and the Raiders of the Lost Ark) (1981),Star Wars: Episode V - The Empire Strikes Back (1980),Saving Private Ryan (1998),American Beauty (1999),"Lord of the Rings: The Fellowship of the Ring, The (2001)",Schindler's List (1993),"Sixth Sense, The (1999)",Star Wars: Episode VI - Return of the Jedi (1983),"Usual Suspects, The (1995)","Lord of the Rings: The Return of the King, The (2003)",Braveheart (1995),"Lord of the Rings: The Two Towers, The (2002)"
334,"Silence of the Lambs, The (1991)",Braveheart (1995),Schindler's List (1993),"Usual Suspects, The (1995)",American Beauty (1999),Saving Private Ryan (1998),"Godfather, The (1972)",Fargo (1996),Apollo 13 (1995),Pirates of the Caribbean: The Curse of the Black Pearl (2003),"Fugitive, The (1993)",Aladdin (1992),Independence Day (a.k.a. ID4) (1996),Twelve Monkeys (a.k.a. 12 Monkeys) (1995),Inception (2010),"Princess Bride, The (1987)",Good Will Hunting (1997),Kill Bill: Vol. 1 (2003),American History X (1998),Die Hard (1988)
335,Jurassic Park (1993),Star Wars: Episode IV - A New Hope (1977),Schindler's List (1993),Apollo 13 (1995),"Fugitive, The (1993)",Seven (a.k.a. Se7en) (1995),Fight Club (1999),Star Wars: Episode VI - Return of the Jedi (1983),Dances with Wolves (1990),Toy Story (1995),Saving Private Ryan (1998),Raiders of the Lost Ark (Indiana Jones and the Raiders of the Lost Ark) (1981),"Godfather, The (1972)",Aladdin (1992),Twelve Monkeys (a.k.a. 12 Monkeys) (1995),American Beauty (1999),Speed (1994),Fargo (1996),"Lion King, The (1994)","Lord of the Rings: The Fellowship of the Ring, The (2001)"
336,Star Wars: Episode IV - A New Hope (1977),Jurassic Park (1993),Star Wars: Episode V - The Empire Strikes Back (1980),"Lord of the Rings: The Fellowship of the Ring, The (2001)",Star Wars: Episode VI - Return of the Jedi (1983),"Fugitive, The (1993)","Lord of the Rings: The Two Towers, The (2002)",Raiders of the Lost Ark (Indiana Jones and the Raiders of the Lost Ark) (1981),Fargo (1996),Memento (2000),Twelve Monkeys (a.k.a. 12 Monkeys) (1995),Gladiator (2000),"Lion King, The (1994)",Shrek (2001),Independence Day (a.k.a. ID4) (1996),Dances with Wolves (1990),Back to the Future (1985),Aladdin (1992),Batman (1989),True Lies (1994)
337,Forrest Gump (1994),Pulp Fiction (1994),"Silence of the Lambs, The (1991)",Jurassic Park (1993),Terminator 2: Judgment Day (1991),"Fugitive, The (1993)",Apollo 13 (1995),Schindler's List (1993),Fargo (1996),"Matrix, The (1999)",Batman (1989),True Lies (1994),Dances with Wolves (1990),Star Wars: Episode V - The Empire Strikes Back (1980),Speed (1994),Aladdin (1992),"Lion King, The (1994)",Die Hard: With a Vengeance (1995),Raiders of the Lost Ark (Indiana Jones and the Raiders of the Lost Ark) (1981),"Godfather, The (1972)"
338,Forrest Gump (1994),"Matrix, The (1999)",Star Wars: Episode IV - A New Hope (1977),Braveheart (1995),"Lord of the Rings: The Fellowship of the Ring, The (2001)",Seven (a.k.a. Se7en) (1995),American Beauty (1999),Star Wars: Episode V - The Empire Strikes Back (1980),Terminator 2: Judgment Day (1991),Saving Private Ryan (1998),Raiders of the Lost Ark (Indiana Jones and the Raiders of the Lost Ark) (1981),Fargo (1996),Jurassic Park (1993),Memento (2000),"Dark Knight, The (2008)",Apollo 13 (1995),"Sixth Sense, The (1999)",Inception (2010),Star Wars: Episode VI - Return of the Jedi (1983),"Fugitive, The (1993)"
339,"Matrix, The (1999)",Star Wars: Episode IV - A New Hope (1977),Star Wars: Episode V - The Empire Strikes Back (1980),"Usual Suspects, The (1995)",Braveheart (1995),Star Wars: Episode VI - Return of the Jedi (1983),Terminator 2: Judgment Day (1991),Kill Bill: Vol. 1 (2003),American History X (1998),Good Will Hunting (1997),Reservoir Dogs (1992),Monty Python and the Holy Grail (1975),"Princess Bride, The (1987)",Independence Day (a.k.a. ID4) (1996),L¨¦on: The Professional (a.k.a. The Professional) (L¨¦on) (1994),Die Hard (1988),Ocean's Eleven (2001),Kill Bill: Vol. 2 (2004),"Bourne Identity, The (2002)",Aladdin (1992)
340,"Silence of the Lambs, The (1991)",True Lies (1994),Seven (a.k.a. Se7en) (1995),Aladdin (1992),Speed (1994),Schindler's List (1993),"Lion King, The (1994)","Usual Suspects, The (1995)",Toy Story (1995),Twelve Monkeys (a.k.a. 12 Monkeys) (1995),Star Wars: Episode IV - A New Hope (1977),"Matrix, The (1999)","Mask, The (1994)",Cliffhanger (1993),Mrs. Doubtfire (1993),Babe (1995),Dumb & Dumber (Dumb and Dumber) (1994),Star Wars: Episode V - The Empire Strikes Back (1980),Star Wars: Episode VI - Return of the Jedi (1983),While You Were Sleeping (1995)
341,"Shawshank Redemption, The (1994)",Pulp Fiction (1994),"Matrix, The (1999)","Silence of the Lambs, The (1991)",Star Wars: Episode IV - A New Hope (1977),Fight Club (1999),Braveheart (1995),Terminator 2: Judgment Day (1991),Star Wars: Episode V - The Empire Strikes Back (1980),Star Wars: Episode VI - Return of the Jedi (1983),"Lord of the Rings: The Fellowship of the Ring, The (2001)","Lord of the Rings: The Return of the King, The (2003)",Raiders of the Lost Ark (Indiana Jones and the Raiders of the Lost Ark) (1981),Seven (a.k.a. Se7en) (1995),Schindler's List (1993),"Lord of the Rings: The Two Towers, The (2002)",Shrek (2001),"Lion King, The (1994)",Apollo 13 (1995),Saving Private Ryan (1998)
342,"Matrix, The (1999)",Star Wars: Episode IV - A New Hope (1977),Pulp Fiction (1994),Forrest Gump (1994),"Shawshank Redemption, The (1994)",Star Wars: Episode V - The Empire Strikes Back (1980),"Silence of the Lambs, The (1991)",American Beauty (1999),Star Wars: Episode VI - Return of the Jedi (1983),"Sixth Sense, The (1999)",Saving Private Ryan (1998),Terminator 2: Judgment Day (1991),Jurassic Park (1993),"Godfather, The (1972)",Braveheart (1995),"Usual Suspects, The (1995)",Schindler's List (1993),"Lord of the Rings: The Fellowship of the Ring, The (2001)",Gladiator (2000),Toy Story (1995)
343,Forrest Gump (1994),Seven (a.k.a. Se7en) (1995),Saving Private Ryan (1998),Braveheart (1995),Star Wars: Episode VI - Return of the Jedi (1983),Terminator 2: Judgment Day (1991),Fargo (1996),"Dark Knight, The (2008)","Sixth Sense, The (1999)",Jurassic Park (1993),Inception (2010),Gladiator (2000),Toy Story (1995),Shrek (2001),Eternal Sunshine of the Spotless Mind (2004),Back to the Future (1985),One Flew Over the Cuckoo's Nest (1975),Good Will Hunting (1997),Indiana Jones and the Last Crusade (1989),Monty Python and the Holy Grail (1975)
344,Pulp Fiction (1994),"Silence of the Lambs, The (1991)",Fight Club (1999),Star Wars: Episode V - The Empire Strikes Back (1980),"Lord of the Rings: The Fellowship of the Ring, The (2001)",Terminator 2: Judgment Day (1991),"Lord of the Rings: The Return of the King, The (2003)",Schindler's List (1993),Raiders of the Lost Ark (Indiana Jones and the Raiders of the Lost Ark) (1981),"Lord of the Rings: The Two Towers, The (2002)",Jurassic Park (1993),"Usual Suspects, The (1995)",Seven (a.k.a. Se7en) (1995),"Godfather, The (1972)",Toy Story (1995),Gladiator (2000),Apollo 13 (1995),"Dark Knight, The (2008)","Fugitive, The (1993)",Fargo (1996)
345,Pulp Fiction (1994),Forrest Gump (1994),"Shawshank Redemption, The (1994)",Star Wars: Episode IV - A New Hope (1977),"Matrix, The (1999)","Silence of the Lambs, The (1991)",Star Wars: Episode V - The Empire Strikes Back (1980),"Godfather, The (1972)",Raiders of the Lost Ark (Indiana Jones and the Raiders of the Lost Ark) (1981),Star Wars: Episode VI - Return of the Jedi (1983),Jurassic Park (1993),Terminator 2: Judgment Day (1991),Fargo (1996),"Usual Suspects, The (1995)",Saving Private Ryan (1998),Schindler's List (1993),Braveheart (1995),Back to the Future (1985),Fight Club (1999),Toy Story (1995)
346,"Shawshank Redemption, The (1994)",Forrest Gump (1994),"Silence of the Lambs, The (1991)","Matrix, The (1999)",Star Wars: Episode IV - A New Hope (1977),Star Wars: Episode V - The Empire Strikes Back (1980),Braveheart (1995),Raiders of the Lost Ark (Indiana Jones and the Raiders of the Lost Ark) (1981),Saving Private Ryan (1998),Memento (2000),Terminator 2: Judgment Day (1991),Reservoir Dogs (1992),"Lord of the Rings: The Fellowship of the Ring, The (2001)",Star Wars: Episode VI - Return of the Jedi (1983),"Lord of the Rings: The Return of the King, The (2003)","Lord of the Rings: The Two Towers, The (2002)",Goodfellas (1990),Twelve Monkeys (a.k.a. 12 Monkeys) (1995),Toy Story (1995),Monty Python and the Holy Grail (1975)
347,"Shawshank Redemption, The (1994)",Pulp Fiction (1994),"Silence of the Lambs, The (1991)",Schindler's List (1993),Clear and Present Danger (1994),Crimson Tide (1995),"Usual Suspects, The (1995)","Mask, The (1994)",Star Wars: Episode IV - A New Hope (1977),"Matrix, The (1999)",Star Trek: Generations (1994),Star Wars: Episode V - The Empire Strikes Back (1980),Star Wars: Episode VI - Return of the Jedi (1983),Twister (1996),Raiders of the Lost Ark (Indiana Jones and the Raiders of the Lost Ark) (1981),Saving Private Ryan (1998),Fargo (1996),Quiz Show (1994),Back to the Future (1985),Home Alone (1990)
348,Forrest Gump (1994),"Matrix, The (1999)","Lord of the Rings: The Return of the King, The (2003)",Braveheart (1995),Raiders of the Lost Ark (Indiana Jones and the Raiders of the Lost Ark) (1981),Seven (a.k.a. Se7en) (1995),Saving Private Ryan (1998),Terminator 2: Judgment Day (1991),Star Wars: Episode VI - Return of the Jedi (1983),"Sixth Sense, The (1999)",Jurassic Park (1993),Toy Story (1995),One Flew Over the Cuckoo's Nest (1975),Reservoir Dogs (1992),Gladiator (2000),Apollo 13 (1995),Back to the Future (1985),Twelve Monkeys (a.k.a. 12 Monkeys) (1995),"Fugitive, The (1993)",Shrek (2001)
349,"Shawshank Redemption, The (1994)",Braveheart (1995),"Fugitive, The (1993)",Apollo 13 (1995),True Lies (1994),Batman (1989),Seven (a.k.a. Se7en) (1995),"Usual Suspects, The (1995)",Toy Story (1995),"Matrix, The (1999)",Stargate (1994),Twelve Monkeys (a.k.a. 12 Monkeys) (1995),"Firm, The (1993)",Batman Forever (1995),Star Wars: Episode IV - A New Hope (1977),Independence Day (a.k.a. ID4) (1996),Outbreak (1995),Mission: Impossible (1996),Star Trek: Generations (1994),Star Wars: Episode V - The Empire Strikes Back (1980)
350,Independence Day (a.k.a. ID4) (1996),"Shawshank Redemption, The (1994)",Pulp Fiction (1994),Forrest Gump (1994),"Silence of the Lambs, The (1991)",Braveheart (1995),Star Wars: Episode V - The Empire Strikes Back (1980),Terminator 2: Judgment Day (1991),Jurassic Park (1993),"Matrix, The (1999)",Raiders of the Lost Ark (Indiana Jones and the Raiders of the Lost Ark) (1981),"Fugitive, The (1993)","Usual Suspects, The (1995)",Apollo 13 (1995),Seven (a.k.a. Se7en) (1995),Schindler's List (1993),Back to the Future (1985),Heat (1995),Saving Private Ryan (1998),Aladdin (1992)
351,"Shawshank Redemption, The (1994)",Star Wars: Episode IV - A New Hope (1977),Schindler's List (1993),"Usual Suspects, The (1995)",American Beauty (1999),Star Wars: Episode V - The Empire Strikes Back (1980),Braveheart (1995),"Godfather, The (1972)",Saving Private Ryan (1998),Gladiator (2000),Terminator 2: Judgment Day (1991),Raiders of the Lost Ark (Indiana Jones and the Raiders of the Lost Ark) (1981),Shrek (2001),Star Wars: Episode VI - Return of the Jedi (1983),American History X (1998),Toy Story (1995),Fargo (1996),Back to the Future (1985),Apollo 13 (1995),"Lion King, The (1994)"
352,"Godfather, The (1972)",Star Wars: Episode VI - Return of the Jedi (1983),Braveheart (1995),Terminator 2: Judgment Day (1991),Jurassic Park (1993),Toy Story (1995),Fargo (1996),Back to the Future (1985),Kill Bill: Vol. 1 (2003),Finding Nemo (2003),Eternal Sunshine of the Spotless Mind (2004),Indiana Jones and the Last Crusade (1989),"Incredibles, The (2004)",One Flew Over the Cuckoo's Nest (1975),Monty Python and the Holy Grail (1975),"Godfather: Part II, The (1974)",Batman Begins (2005),"Monsters, Inc. (2001)",Die Hard (1988),L¨¦on: The Professional (a.k.a. The Professional) (L¨¦on) (1994)
353,Forrest Gump (1994),Apollo 13 (1995),Jurassic Park (1993),Terminator 2: Judgment Day (1991),Schindler's List (1993),Speed (1994),"Usual Suspects, The (1995)",Independence Day (a.k.a. ID4) (1996),Star Wars: Episode IV - A New Hope (1977),"Matrix, The (1999)",Mrs. Doubtfire (1993),Mission: Impossible (1996),Star Trek: Generations (1994),Pretty Woman (1990),While You Were Sleeping (1995),Waterworld (1995),Fargo (1996),Ghost (1990),Star Wars: Episode V - The Empire Strikes Back (1980),Sleepless in Seattle (1993)
354,Braveheart (1995),Raiders of the Lost Ark (Indiana Jones and the Raiders of the Lost Ark) (1981),"Lord of the Rings: The Fellowship of the Ring, The (2001)",Toy Story (1995),"Lord of the Rings: The Return of the King, The (2003)","Lord of the Rings: The Two Towers, The (2002)",Fargo (1996),Memento (2000),"Lion King, The (1994)",Indiana Jones and the Last Crusade (1989),"Princess Bride, The (1987)",Monty Python and the Holy Grail (1975),Pirates of the Caribbean: The Curse of the Black Pearl (2003),Dances with Wolves (1990),"Dark Knight, The (2008)",Finding Nemo (2003),Goodfellas (1990),"Godfather: Part II, The (1974)",L¨¦on: The Professional (a.k.a. The Professional) (L¨¦on) (1994),Aliens (1986)
355,Forrest Gump (1994),Star Wars: Episode IV - A New Hope (1977),"Matrix, The (1999)","Shawshank Redemption, The (1994)",Pulp Fiction (1994),"Silence of the Lambs, The (1991)",Terminator 2: Judgment Day (1991),Star Wars: Episode V - The Empire Strikes Back (1980),Braveheart (1995),Star Wars: Episode VI - Return of the Jedi (1983),Saving Private Ryan (1998),"Fugitive, The (1993)",Toy Story (1995),Back to the Future (1985),Apollo 13 (1995),Schindler's List (1993),Aladdin (1992),Batman (1989),Indiana Jones and the Last Crusade (1989),Seven (a.k.a. Se7en) (1995)
356,Pulp Fiction (1994),Star Wars: Episode IV - A New Hope (1977),"Silence of the Lambs, The (1991)",Star Wars: Episode V - The Empire Strikes Back (1980),Star Wars: Episode VI - Return of the Jedi (1983),Schindler's List (1993),Braveheart (1995),"Godfather, The (1972)",Seven (a.k.a. Se7en) (1995),Terminator 2: Judgment Day (1991),Jurassic Park (1993),Fargo (1996),Toy Story (1995),Shrek (2001),Twelve Monkeys (a.k.a. 12 Monkeys) (1995),Kill Bill: Vol. 1 (2003),Apollo 13 (1995),American History X (1998),Finding Nemo (2003),Men in Black (a.k.a. MIB) (1997)
357,"Matrix, The (1999)",Seven (a.k.a. Se7en) (1995),"Lord of the Rings: The Fellowship of the Ring, The (2001)","Lord of the Rings: The Two Towers, The (2002)","Fugitive, The (1993)",Memento (2000),Twelve Monkeys (a.k.a. 12 Monkeys) (1995),Pirates of the Caribbean: The Curse of the Black Pearl (2003),Speed (1994),Alien (1979),True Lies (1994),Die Hard (1988),One Flew Over the Cuckoo's Nest (1975),Kill Bill: Vol. 1 (2003),Mission: Impossible (1996),"Terminator, The (1984)",L¨¦on: The Professional (a.k.a. The Professional) (L¨¦on) (1994),"Amelie (Fabuleux destin d'Am¨¦lie Poulain, Le) (2001)",Blade Runner (1982),X-Men (2000)
358,Forrest Gump (1994),"Matrix, The (1999)","Shawshank Redemption, The (1994)",Fight Club (1999),Shrek (2001),"Lord of the Rings: The Fellowship of the Ring, The (2001)","Lord of the Rings: The Return of the King, The (2003)","Lord of the Rings: The Two Towers, The (2002)",Pulp Fiction (1994),Finding Nemo (2003),Star Wars: Episode IV - A New Hope (1977),"Dark Knight, The (2008)",American Beauty (1999),Memento (2000),Pirates of the Caribbean: The Curse of the Black Pearl (2003),"Silence of the Lambs, The (1991)",Inception (2010),Good Will Hunting (1997),"Beautiful Mind, A (2001)",Star Wars: Episode V - The Empire Strikes Back (1980)
359,Forrest Gump (1994),"Shawshank Redemption, The (1994)",Star Wars: Episode IV - A New Hope (1977),Braveheart (1995),Star Wars: Episode V - The Empire Strikes Back (1980),Fight Club (1999),"Usual Suspects, The (1995)",Star Wars: Episode VI - Return of the Jedi (1983),Seven (a.k.a. Se7en) (1995),Saving Private Ryan (1998),"Fugitive, The (1993)","Godfather, The (1972)","Lord of the Rings: The Fellowship of the Ring, The (2001)",Fargo (1996),"Sixth Sense, The (1999)",Twelve Monkeys (a.k.a. 12 Monkeys) (1995),"Lord of the Rings: The Return of the King, The (2003)","Lion King, The (1994)",Aladdin (1992),"Lord of the Rings: The Two Towers, The (2002)"
360,"Matrix, The (1999)",Forrest Gump (1994),"Silence of the Lambs, The (1991)",Star Wars: Episode IV - A New Hope (1977),Saving Private Ryan (1998),Star Wars: Episode V - The Empire Strikes Back (1980),Pulp Fiction (1994),"Shawshank Redemption, The (1994)",Star Wars: Episode VI - Return of the Jedi (1983),American Beauty (1999),"Sixth Sense, The (1999)",Terminator 2: Judgment Day (1991),"Godfather, The (1972)",Raiders of the Lost Ark (Indiana Jones and the Raiders of the Lost Ark) (1981),Men in Black (a.k.a. MIB) (1997),"Usual Suspects, The (1995)",Fight Club (1999),Fargo (1996),Braveheart (1995),Schindler's List (1993)
361,Pulp Fiction (1994),"Matrix, The (1999)",Braveheart (1995),Jurassic Park (1993),Fight Club (1999),Star Wars: Episode V - The Empire Strikes Back (1980),Seven (a.k.a. Se7en) (1995),Saving Private Ryan (1998),Raiders of the Lost Ark (Indiana Jones and the Raiders of the Lost Ark) (1981),"Usual Suspects, The (1995)","Lord of the Rings: The Return of the King, The (2003)","Lord of the Rings: The Two Towers, The (2002)",Toy Story (1995),Gladiator (2000),Shrek (2001),"Fugitive, The (1993)",Back to the Future (1985),"Sixth Sense, The (1999)","Lion King, The (1994)",Aladdin (1992)
362,Schindler's List (1993),American Beauty (1999),Raiders of the Lost Ark (Indiana Jones and the Raiders of the Lost Ark) (1981),Saving Private Ryan (1998),Star Wars: Episode VI - Return of the Jedi (1983),Jurassic Park (1993),Memento (2000),"Sixth Sense, The (1999)","Dark Knight, The (2008)",Toy Story (1995),Back to the Future (1985),Apollo 13 (1995),"Fugitive, The (1993)",Twelve Monkeys (a.k.a. 12 Monkeys) (1995),Good Will Hunting (1997),Indiana Jones and the Last Crusade (1989),Eternal Sunshine of the Spotless Mind (2004),Independence Day (a.k.a. ID4) (1996),Alien (1979),Monty Python and the Holy Grail (1975)
363,Forrest Gump (1994),"Silence of the Lambs, The (1991)",Fight Club (1999),Schindler's List (1993),Braveheart (1995),Terminator 2: Judgment Day (1991),Seven (a.k.a. Se7en) (1995),Star Wars: Episode VI - Return of the Jedi (1983),"Godfather, The (1972)",Saving Private Ryan (1998),"Lord of the Rings: The Two Towers, The (2002)",American Beauty (1999),Jurassic Park (1993),Toy Story (1995),Fargo (1996),Apollo 13 (1995),"Sixth Sense, The (1999)",Twelve Monkeys (a.k.a. 12 Monkeys) (1995),Gladiator (2000),"Fugitive, The (1993)"
364,"Shawshank Redemption, The (1994)",Forrest Gump (1994),Pulp Fiction (1994),"Silence of the Lambs, The (1991)",Braveheart (1995),Terminator 2: Judgment Day (1991),Jurassic Park (1993),Star Wars: Episode V - The Empire Strikes Back (1980),"Matrix, The (1999)",Fargo (1996),Raiders of the Lost Ark (Indiana Jones and the Raiders of the Lost Ark) (1981),"Fugitive, The (1993)",Apollo 13 (1995),"Usual Suspects, The (1995)",Seven (a.k.a. Se7en) (1995),Schindler's List (1993),Back to the Future (1985),Saving Private Ryan (1998),Heat (1995),Aladdin (1992)
365,"Matrix, The (1999)",Fight Club (1999),Pulp Fiction (1994),Star Wars: Episode VI - Return of the Jedi (1983),Raiders of the Lost Ark (Indiana Jones and the Raiders of the Lost Ark) (1981),Saving Private Ryan (1998),Schindler's List (1993),"Godfather, The (1972)","Sixth Sense, The (1999)",Back to the Future (1985),"Usual Suspects, The (1995)",Toy Story (1995),Seven (a.k.a. Se7en) (1995),Terminator 2: Judgment Day (1991),Braveheart (1995),Eternal Sunshine of the Spotless Mind (2004),Jurassic Park (1993),WALL¡¤E (2008),"Departed, The (2006)",American History X (1998)
366,"Matrix, The (1999)","Shawshank Redemption, The (1994)",Forrest Gump (1994),Pulp Fiction (1994),"Lord of the Rings: The Two Towers, The (2002)",Star Wars: Episode IV - A New Hope (1977),"Silence of the Lambs, The (1991)",Star Wars: Episode V - The Empire Strikes Back (1980),Raiders of the Lost Ark (Indiana Jones and the Raiders of the Lost Ark) (1981),Schindler's List (1993),Memento (2000),"Godfather, The (1972)","Usual Suspects, The (1995)",Seven (a.k.a. Se7en) (1995),Star Wars: Episode VI - Return of the Jedi (1983),American Beauty (1999),Shrek (2001),"Sixth Sense, The (1999)",American History X (1998),Finding Nemo (2003)
367,Pulp Fiction (1994),"Matrix, The (1999)",Jurassic Park (1993),Star Wars: Episode VI - Return of the Jedi (1983),Fight Club (1999),Terminator 2: Judgment Day (1991),American Beauty (1999),Braveheart (1995),Saving Private Ryan (1998),"Usual Suspects, The (1995)","Lord of the Rings: The Fellowship of the Ring, The (2001)",Fargo (1996),Seven (a.k.a. Se7en) (1995),"Princess Bride, The (1987)","Fugitive, The (1993)","Lord of the Rings: The Return of the King, The (2003)","Lord of the Rings: The Two Towers, The (2002)",Aladdin (1992),Gladiator (2000),"Lion King, The (1994)"
368,"Shawshank Redemption, The (1994)",Apollo 13 (1995),Fight Club (1999),Toy Story (1995),Twelve Monkeys (a.k.a. 12 Monkeys) (1995),Back to the Future (1985),Dances with Wolves (1990),Aladdin (1992),"Lord of the Rings: The Fellowship of the Ring, The (2001)","Lion King, The (1994)",Monty Python and the Holy Grail (1975),Blade Runner (1982),Groundhog Day (1993),"Lord of the Rings: The Return of the King, The (2003)","Lord of the Rings: The Two Towers, The (2002)",Memento (2000),E.T. the Extra-Terrestrial (1982),Good Will Hunting (1997),American History X (1998),Beauty and the Beast (1991)
369,Pulp Fiction (1994),"Shawshank Redemption, The (1994)",Forrest Gump (1994),"Silence of the Lambs, The (1991)",American Beauty (1999),Star Wars: Episode VI - Return of the Jedi (1983),"Usual Suspects, The (1995)",Raiders of the Lost Ark (Indiana Jones and the Raiders of the Lost Ark) (1981),Terminator 2: Judgment Day (1991),Braveheart (1995),"Godfather, The (1972)","Lord of the Rings: The Fellowship of the Ring, The (2001)",Jurassic Park (1993),Saving Private Ryan (1998),Schindler's List (1993),"Lord of the Rings: The Return of the King, The (2003)","Sixth Sense, The (1999)","Lord of the Rings: The Two Towers, The (2002)",Fargo (1996),Back to the Future (1985)
370,Forrest Gump (1994),Braveheart (1995),Schindler's List (1993),Saving Private Ryan (1998),"Godfather, The (1972)",Jurassic Park (1993),Toy Story (1995),Gladiator (2000),Back to the Future (1985),"Dark Knight, The (2008)",Apollo 13 (1995),"Fugitive, The (1993)",Twelve Monkeys (a.k.a. 12 Monkeys) (1995),Good Will Hunting (1997),Independence Day (a.k.a. ID4) (1996),"Lion King, The (1994)",Inception (2010),Aladdin (1992),Die Hard (1988),Alien (1979)
371,"Shawshank Redemption, The (1994)",Pulp Fiction (1994),Forrest Gump (1994),Fight Club (1999),Star Wars: Episode IV - A New Hope (1977),Star Wars: Episode V - The Empire Strikes Back (1980),"Lord of the Rings: The Two Towers, The (2002)","Silence of the Lambs, The (1991)",Raiders of the Lost Ark (Indiana Jones and the Raiders of the Lost Ark) (1981),American Beauty (1999),Star Wars: Episode VI - Return of the Jedi (1983),"Usual Suspects, The (1995)",Saving Private Ryan (1998),"Sixth Sense, The (1999)","Godfather, The (1972)",Terminator 2: Judgment Day (1991),Seven (a.k.a. Se7en) (1995),Shrek (2001),Schindler's List (1993),Gladiator (2000)
372,Jurassic Park (1993),"Matrix, The (1999)",Saving Private Ryan (1998),Fight Club (1999),Independence Day (a.k.a. ID4) (1996),American Beauty (1999),"Sixth Sense, The (1999)",Mission: Impossible (1996),"Lord of the Rings: The Fellowship of the Ring, The (2001)","Lord of the Rings: The Return of the King, The (2003)","Lord of the Rings: The Two Towers, The (2002)",Gladiator (2000),"Mask, The (1994)",Men in Black (a.k.a. MIB) (1997),Memento (2000),Clear and Present Danger (1994),Mrs. Doubtfire (1993),Ace Ventura: Pet Detective (1994),One Flew Over the Cuckoo's Nest (1975),Good Will Hunting (1997)
373,True Lies (1994),Aladdin (1992),Die Hard: With a Vengeance (1995),Star Wars: Episode IV - A New Hope (1977),"Matrix, The (1999)",Independence Day (a.k.a. ID4) (1996),Beauty and the Beast (1991),Clear and Present Danger (1994),Crimson Tide (1995),Stargate (1994),"Firm, The (1993)",Fargo (1996),Pretty Woman (1990),Star Wars: Episode V - The Empire Strikes Back (1980),GoldenEye (1995),Fight Club (1999),Star Wars: Episode VI - Return of the Jedi (1983),Star Trek: Generations (1994),"Godfather, The (1972)",Saving Private Ryan (1998)
374,"Silence of the Lambs, The (1991)",Terminator 2: Judgment Day (1991),Seven (a.k.a. Se7en) (1995),Schindler's List (1993),"Lion King, The (1994)",Speed (1994),"Usual Suspects, The (1995)",Toy Story (1995),"Matrix, The (1999)",Star Wars: Episode IV - A New Hope (1977),Twelve Monkeys (a.k.a. 12 Monkeys) (1995),Outbreak (1995),GoldenEye (1995),"Firm, The (1993)","Mask, The (1994)",Star Wars: Episode V - The Empire Strikes Back (1980),Mission: Impossible (1996),Interview with the Vampire: The Vampire Chronicles (1994),Mrs. Doubtfire (1993),Babe (1995)
375,Pulp Fiction (1994),"Matrix, The (1999)","Silence of the Lambs, The (1991)",Braveheart (1995),Star Wars: Episode IV - A New Hope (1977),Jurassic Park (1993),Terminator 2: Judgment Day (1991),Schindler's List (1993),Fight Club (1999),"Usual Suspects, The (1995)",Seven (a.k.a. Se7en) (1995),Star Wars: Episode VI - Return of the Jedi (1983),Apollo 13 (1995),"Fugitive, The (1993)",Toy Story (1995),Saving Private Ryan (1998),American Beauty (1999),"Lord of the Rings: The Fellowship of the Ring, The (2001)",Raiders of the Lost Ark (Indiana Jones and the Raiders of the Lost Ark) (1981),"Godfather, The (1972)"
376,"Shawshank Redemption, The (1994)",Pulp Fiction (1994),"Silence of the Lambs, The (1991)",Fight Club (1999),"Usual Suspects, The (1995)",Seven (a.k.a. Se7en) (1995),Saving Private Ryan (1998),Toy Story (1995),American Beauty (1999),Fargo (1996),Gladiator (2000),Aladdin (1992),Batman (1989),"Lion King, The (1994)",Speed (1994),Die Hard (1988),Monty Python and the Holy Grail (1975),"Dark Knight, The (2008)",Pirates of the Caribbean: The Curse of the Black Pearl (2003),Good Will Hunting (1997)
377,Pulp Fiction (1994),Forrest Gump (1994),"Shawshank Redemption, The (1994)","Silence of the Lambs, The (1991)",Star Wars: Episode IV - A New Hope (1977),"Matrix, The (1999)",Star Wars: Episode V - The Empire Strikes Back (1980),Terminator 2: Judgment Day (1991),Jurassic Park (1993),Raiders of the Lost Ark (Indiana Jones and the Raiders of the Lost Ark) (1981),Star Wars: Episode VI - Return of the Jedi (1983),Braveheart (1995),"Godfather, The (1972)","Usual Suspects, The (1995)",Fargo (1996),Schindler's List (1993),Toy Story (1995),Fight Club (1999),Seven (a.k.a. Se7en) (1995),Back to the Future (1985)
